unique_id,date,time,trialCount,target,chosen,right,same,diff,startTime,endTime
svbhq,3/11/19,18:10,22,grid37_6_2.jpeg,img2,Img1,grid37_6_3.jpeg,grid2_6_3.jpeg,0.517280093,0.517280093
mlwwps,3/11/19,15:11,13,grid30_6_6.jpeg,img2,Img1,grid30_6_5.jpeg,grid37_6_5.jpeg,0.519837963,0.519837963
mlwwps,3/11/19,15:11,14,grid26_6_2.jpeg,img2,Img1,grid26_6_4.jpeg,grid34_6_4.jpeg,0.529953704,0.529953704
svbhq,3/11/19,18:10,23,grid12_6_4.jpeg,img1,Img1,grid12_6_1.jpeg,grid4_6_1.jpeg,0.521921296,0.521921296
yevrlg,3/11/19,18:11,8,grid34_6_2.jpeg,img1,Img1,grid34_6_1.jpeg,grid10_6_1.jpeg,0.525775463,0.525787037
mlwwps,3/11/19,15:11,15,grid30_6_1.jpeg,img2,Img2,grid30_6_5.jpeg,grid35_6_5.jpeg,0.531724537,0.531724537
svbhq,3/11/19,18:10,24,grid30_6_6.jpeg,img2,Img1,grid30_6_5.jpeg,grid18_6_5.jpeg,0.52400463,0.524016204
yevrlg,3/11/19,18:11,9,grid41_6_5.jpeg,img1,Img1,grid41_6_1.jpeg,grid20_6_1.jpeg,0.526712963,0.526712963
mlwwps,3/11/19,15:11,16,grid26_6_3.jpeg,img1,Img1,grid26_6_2.jpeg,grid30_6_2.jpeg,0.528449074,0.528449074
svbhq,3/11/19,18:10,25,grid5_6_2.jpeg,img2,Img1,grid5_6_3.jpeg,grid12_6_3.jpeg,0.526967593,0.526967593
yevrlg,3/11/19,18:11,10,grid17_6_5.jpeg,img1,Img1,grid41_6_1.jpeg,grid20_6_1.jpeg,0.533090278,0.533101852
mlwwps,3/11/19,15:11,17,grid17_6_2.jpeg,img2,Img2,grid17_6_3.jpeg,grid3_6_3.jpeg,0.535115741,0.535115741
svbhq,3/11/19,18:10,26,grid28_6_2.jpeg,img1,Img2,grid28_6_6.jpeg,grid4_6_6.jpeg,0.533657407,0.533657407
yevrlg,3/11/19,18:11,11,grid8_6_6.jpeg,img1,Img1,grid8_6_4.jpeg,grid27_6_4.jpeg,0.535787037,0.535798611
mlwwps,3/11/19,15:11,18,grid11_6_2.jpeg,img1,Img2,grid11_6_6.jpeg,grid25_6_6.jpeg,0.539675926,0.539675926
glgeo,3/11/19,18:12,1,grid41_6_1.jpeg,img1,Img2,grid41_6_4.jpeg,grid38_6_4.jpeg,0.530462963,0
svbhq,3/11/19,18:10,27,grid6_6_2.jpeg,img1,Img1,grid6_6_3.jpeg,grid2_6_3.jpeg,0.532152778,0.532152778
yevrlg,3/11/19,18:11,12,grid31_6_4.jpeg,img2,Img2,grid31_6_2.jpeg,grid26_6_2.jpeg,0.540601852,0.540601852
mlwwps,3/11/19,15:11,19,grid16_6_2.jpeg,img2,Img2,grid16_6_6.jpeg,grid8_6_6.jpeg,0.536203704,0.536215278
yevrlg,3/11/19,18:11,13,grid8_6_2.jpeg,img1,Img2,grid8_6_4.jpeg,grid2_6_4.jpeg,12:49:060,12:49:061
svbhq,3/11/19,18:10,28,grid36_6_2.jpeg,img1,Img2,grid36_6_3.jpeg,grid31_6_3.jpeg,0.538206019,0.538217593
glgeo,3/11/19,18:12,2,grid5_6_1.jpeg,img1,Img1,grid5_6_2.jpeg,grid41_6_2.jpeg,0.540532407,0.540543981
mlwwps,3/11/19,15:11,20,grid39_6_6.jpeg,img1,Img2,grid16_6_6.jpeg,grid8_6_6.jpeg,0.547268519,0.547280093
yevrlg,3/11/19,18:11,14,grid27_6_3.jpeg,img2,Img1,grid27_6_4.jpeg,grid14_6_4.jpeg,12:53:099,0.537974537
svbhq,3/11/19,18:10,29,grid11_6_1.jpeg,img1,Img1,grid11_6_4.jpeg,grid10_6_4.jpeg,12:52:056,12:52:056
glgeo,3/11/19,18:12,3,grid30_6_1.jpeg,img1,Img1,grid30_6_5.jpeg,grid39_6_5.jpeg,0.544652778,0.544664352
mlwwps,3/11/19,15:11,21,grid23_6_1.jpeg,img2,Img1,grid23_6_6.jpeg,grid25_6_6.jpeg,0.551597222,0.551597222
svbhq,3/11/19,18:10,30,grid27_6_1.jpeg,img1,Img1,grid11_6_4.jpeg,grid10_6_4.jpeg,0.541296296,0.541296296
yevrlg,3/11/19,18:11,15,grid3_6_1.jpeg,img2,Img1,grid3_6_3.jpeg,grid35_6_3.jpeg,0.5453125,0.545324074
glgeo,3/11/19,18:12,4,grid17_6_1.jpeg,img2,Img2,grid17_6_3.jpeg,grid2_6_3.jpeg,0.545,0.545023148
mlwwps,3/11/19,15:11,22,grid39_6_2.jpeg,img2,Img1,grid39_6_4.jpeg,grid38_6_4.jpeg,0.553310185,0.553310185
svbhq,3/11/19,18:10,31,grid3_6_4.jpeg,img2,Img2,grid3_6_3.jpeg,grid21_6_3.jpeg,0.54412037,0.544131944
yevrlg,3/11/19,18:11,16,grid23_6_1.jpeg,img2,Img1,grid23_6_2.jpeg,grid5_6_2.jpeg,0.549525463,0.549525463
glgeo,3/11/19,18:12,5,grid9_6_2.jpeg,img1,Img2,grid9_6_5.jpeg,grid20_6_5.jpeg,0.548078704,0.548101852
svbhq,3/11/19,18:10,32,grid11_6_2.jpeg,img2,Img1,grid11_6_5.jpeg,grid10_6_5.jpeg,0.548298611,0.548298611
mlwwps,3/11/19,15:11,23,grid18_6_1.jpeg,img1,Img1,grid18_6_2.jpeg,grid4_6_2.jpeg,0.548611111,0.548611111
yevrlg,3/11/19,18:11,17,grid7_6_4.jpeg,img1,Img2,grid7_6_5.jpeg,grid3_6_5.jpeg,0.552488426,0.5525
glgeo,3/11/19,18:12,6,grid39_6_4.jpeg,img1,Img1,grid39_6_6.jpeg,grid16_6_6.jpeg,13:08:076,13:08:078
svbhq,3/11/19,18:10,33,grid25_6_5.jpeg,img2,Img2,grid25_6_3.jpeg,grid26_6_3.jpeg,0.553703704,0.553703704
mlwwps,3/11/19,15:11,24,grid7_6_1.jpeg,img2,Img2,grid7_6_2.jpeg,grid12_6_2.jpeg,0.55775463,0.55775463
glgeo,3/11/19,18:12,7,grid25_6_3.jpeg,img1,Img2,grid25_6_1.jpeg,grid33_6_1.jpeg,13:12:007,13:12:008
svbhq,3/11/19,18:10,34,grid30_6_1.jpeg,img1,Img2,grid30_6_2.jpeg,grid3_6_2.jpeg,0.556006944,0.556006944
mlwwps,3/11/19,15:11,25,grid10_6_1.jpeg,img1,Img2,grid10_6_2.jpeg,grid8_6_2.jpeg,0.561643519,0.561643519
glgeo,3/11/19,18:12,8,grid20_6_6.jpeg,img1,Img1,grid20_6_4.jpeg,grid3_6_4.jpeg,13:16:041,13:16:043
svbhq,3/11/19,18:10,35,grid17_6_4.jpeg,img1,Img2,grid30_6_2.jpeg,grid3_6_2.jpeg,0.562395833,0.562407407
yevrlg,3/11/19,18:11,18,grid19_6_2.jpeg,img1,Img1,grid19_6_6.jpeg,grid29_6_6.jpeg,0.5553125,0.555324074
mlwwps,3/11/19,15:11,26,grid30_6_3.jpeg,img2,Img1,grid30_6_4.jpeg,grid28_6_4.jpeg,0.566111111,0.566111111
glgeo,3/11/19,18:12,9,grid37_6_2.jpeg,img1,Img2,grid37_6_5.jpeg,grid15_6_5.jpeg,0.561655093,0.561666667
svbhq,3/11/19,18:10,36,grid40_6_6.jpeg,img1,Img2,grid40_6_5.jpeg,grid22_6_5.jpeg,0.563981481,0.563981481
mlwwps,3/11/19,15:11,27,grid31_6_1.jpeg,img2,Img2,grid31_6_5.jpeg,grid33_6_5.jpeg,13:27:006,13:27:006
glgeo,3/11/19,18:12,10,grid4_6_5.jpeg,img1,Img2,grid37_6_5.jpeg,grid15_6_5.jpeg,0.565787037,0.565810185
svbhq,3/11/19,18:10,37,grid31_6_5.jpeg,img2,Img2,grid31_6_3.jpeg,grid41_6_3.jpeg,0.567083333,0.567083333
mlwwps,3/11/19,15:11,28,grid4_6_3.jpeg,img1,Img1,grid4_6_1.jpeg,grid12_6_1.jpeg,0.568275463,0.568275463
yevrlg,3/11/19,18:11,19,grid9_6_5.jpeg,img1,Img1,grid9_6_3.jpeg,grid23_6_3.jpeg,13:23:015,13:23:016
glgeo,3/11/19,18:12,11,grid14_6_3.jpeg,img2,Img1,grid14_6_5.jpeg,grid20_6_5.jpeg,0.566342593,0.566354167
svbhq,3/11/19,18:10,38,grid29_6_1.jpeg,img1,Img1,grid29_6_6.jpeg,grid24_6_6.jpeg,0.567083333,0.567083333
mlwwps,3/11/19,15:11,29,grid10_6_3.jpeg,img2,Img1,grid10_6_1.jpeg,grid20_6_1.jpeg,0.569513889,0.569525463
yevrlg,3/11/19,18:11,20,grid41_6_3.jpeg,img1,Img1,grid9_6_3.jpeg,grid23_6_3.jpeg,0.573368056,0.57337963
glgeo,3/11/19,18:12,12,grid7_6_4.jpeg,img1,Img1,grid7_6_5.jpeg,grid15_6_5.jpeg,0.573194444,0.573206019
svbhq,3/11/19,18:10,39,grid9_6_5.jpeg,img2,Img1,grid9_6_6.jpeg,grid28_6_6.jpeg,13:34:079,13:34:080
mlwwps,3/11/19,15:11,30,grid35_6_3.jpeg,img1,Img1,grid10_6_1.jpeg,grid20_6_1.jpeg,0.572013889,0.572013889
glgeo,3/11/19,18:12,13,grid16_6_4.jpeg,img1,Img2,grid16_6_5.jpeg,grid32_6_5.jpeg,0.575046296,0.575069444
yevrlg,3/11/19,18:11,21,grid11_6_4.jpeg,img1,Img1,grid11_6_5.jpeg,grid29_6_5.jpeg,0.572997685,0.573009259
svbhq,3/11/19,18:10,40,grid16_6_4.jpeg,img2,Img2,grid16_6_3.jpeg,grid22_6_3.jpeg,0.575474537,0.575486111
mlwwps,3/11/19,15:11,31,grid20_6_5.jpeg,img2,Img1,grid20_6_4.jpeg,grid21_6_4.jpeg,0.576319444,0.576319444
glgeo,3/11/19,18:12,14,grid15_6_1.jpeg,img1,Img2,grid15_6_3.jpeg,grid41_6_3.jpeg,0.573761574,0.573784722
yevrlg,3/11/19,18:11,22,grid11_6_6.jpeg,img1,Img2,grid11_6_1.jpeg,grid15_6_1.jpeg,0.576469907,0.576481481
mlwwps,3/11/19,15:11,32,grid5_6_3.jpeg,img2,Img2,grid5_6_2.jpeg,grid4_6_2.jpeg,0.578483796,0.57849537
glgeo,3/11/19,18:12,15,grid23_6_1.jpeg,img1,Img2,grid23_6_4.jpeg,grid37_6_4.jpeg,0.579756944,0.579780093
mlwwps,3/11/19,15:11,33,grid16_6_6.jpeg,img2,Img2,grid16_6_5.jpeg,grid17_6_5.jpeg,13:53:003,13:53:003
yevrlg,3/11/19,18:11,23,grid13_6_3.jpeg,img1,Img2,grid13_6_1.jpeg,grid31_6_1.jpeg,0.582581019,0.582592593
glgeo,3/11/19,18:12,16,grid32_6_5.jpeg,img2,Img1,grid32_6_6.jpeg,grid16_6_6.jpeg,0.581631944,0.581678241
mlwwps,3/11/19,15:11,34,grid3_6_2.jpeg,img1,Img2,grid3_6_1.jpeg,grid4_6_1.jpeg,13:57:048,13:57:048
glgeo,3/11/19,18:12,17,grid4_6_2.jpeg,img1,Img1,grid4_6_4.jpeg,grid17_6_4.jpeg,0.591087963,0.591111111
mlwwps,3/11/19,15:11,35,grid29_6_5.jpeg,img1,Img2,grid3_6_1.jpeg,grid4_6_1.jpeg,0.594212963,0.594212963
yevrlg,3/11/19,18:11,24,grid19_6_5.jpeg,img1,Img1,grid19_6_6.jpeg,grid16_6_6.jpeg,0.580729167,0.580729167
glgeo,3/11/19,18:12,18,grid41_6_4.jpeg,img1,Img2,grid41_6_5.jpeg,grid40_6_5.jpeg,0.588298611,0.588310185
mlwwps,3/11/19,15:11,36,grid38_6_1.jpeg,img2,Img1,grid38_6_2.jpeg,grid30_6_2.jpeg,14:05:098,14:05:098
yevrlg,3/11/19,18:11,25,grid2_6_4.jpeg,img1,Img2,grid2_6_5.jpeg,grid14_6_5.jpeg,0.59375,0.593761574
glgeo,3/11/19,18:12,19,grid19_6_2.jpeg,img1,Img2,grid19_6_3.jpeg,grid20_6_3.jpeg,0.588842593,0.588854167
mlwwps,3/11/19,15:11,37,grid3_6_5.jpeg,img1,Img2,grid3_6_2.jpeg,grid9_6_2.jpeg,14:09:063,14:09:064
glgeo,3/11/19,18:12,20,grid3_6_3.jpeg,img1,Img2,grid19_6_3.jpeg,grid20_6_3.jpeg,0.599571759,0.599583333
yevrlg,3/11/19,18:11,26,grid28_6_6.jpeg,img1,Img1,grid28_6_3.jpeg,grid18_6_3.jpeg,0.592777778,0.592789352
mlwwps,3/11/19,15:11,38,grid32_6_5.jpeg,img2,Img1,grid32_6_3.jpeg,grid36_6_3.jpeg,0.598333333,0.598333333
glgeo,3/11/19,18:12,21,grid32_6_6.jpeg,img2,Img2,grid32_6_3.jpeg,grid26_6_3.jpeg,0.598020833,0.598043981
mlwwps,3/11/19,15:11,39,grid17_6_1.jpeg,img1,Img2,grid17_6_2.jpeg,grid28_6_2.jpeg,0.598101852,0.598101852
glgeo,3/11/19,18:12,22,grid23_6_3.jpeg,img2,Img2,grid23_6_4.jpeg,grid20_6_4.jpeg,0.600046296,0.60005787
yevrlg,3/11/19,18:11,27,grid30_6_2.jpeg,img2,Img2,grid30_6_5.jpeg,grid16_6_5.jpeg,0.60037037,0.600381944
mlwwps,3/11/19,15:11,40,grid6_6_2.jpeg,img2,Img1,grid6_6_3.jpeg,grid13_6_3.jpeg,0.604537037,0.604537037
glgeo,3/11/19,18:12,23,grid27_6_5.jpeg,img1,Img2,grid27_6_3.jpeg,grid5_6_3.jpeg,0.598599537,0.598611111
glgeo,3/11/19,18:12,24,grid19_6_4.jpeg,img1,Img2,grid19_6_5.jpeg,grid18_6_5.jpeg,0.606840278,0.606851852
yevrlg,3/11/19,18:11,28,grid39_6_4.jpeg,img1,Img1,grid39_6_3.jpeg,grid5_6_3.jpeg,0.602719907,0.602731481
glgeo,3/11/19,18:12,25,grid15_6_2.jpeg,img1,Img1,grid15_6_3.jpeg,grid9_6_3.jpeg,0.606168981,0.606180556
yevrlg,3/11/19,18:11,29,grid16_6_3.jpeg,img1,Img1,grid16_6_4.jpeg,grid28_6_4.jpeg,0.607083333,0.607094907
glgeo,3/11/19,18:12,26,grid14_6_6.jpeg,img1,Img2,grid14_6_2.jpeg,grid28_6_2.jpeg,14:31:070,14:31:071
yevrlg,3/11/19,18:11,30,grid5_6_2.jpeg,img1,Img1,grid16_6_4.jpeg,grid28_6_4.jpeg,0.615405093,0.615416667
glgeo,3/11/19,18:12,27,grid2_6_3.jpeg,img2,Img2,grid2_6_4.jpeg,grid9_6_4.jpeg,0.615520833,0.615532407
yevrlg,3/11/19,18:11,31,grid17_6_3.jpeg,img2,Img1,grid17_6_6.jpeg,grid7_6_6.jpeg,0.611666667,0.611666667
glgeo,3/11/19,18:12,28,grid27_6_3.jpeg,img2,Img1,grid27_6_1.jpeg,grid19_6_1.jpeg,0.617384259,0.617395833
glgeo,3/11/19,18:12,29,grid6_6_3.jpeg,img2,Img2,grid6_6_2.jpeg,grid40_6_2.jpeg,0.622569444,0.622581019
yevrlg,3/11/19,18:11,32,grid28_6_3.jpeg,img2,Img1,grid28_6_4.jpeg,grid8_6_4.jpeg,0.618738426,0.61875
glgeo,3/11/19,18:12,30,grid24_6_1.jpeg,img2,Img2,grid6_6_2.jpeg,grid40_6_2.jpeg,0.623125,0.623136574
yevrlg,3/11/19,18:11,33,grid22_6_2.jpeg,img1,Img1,grid22_6_3.jpeg,grid10_6_3.jpeg,0.624664352,0.624675926
glgeo,3/11/19,18:12,31,grid10_6_5.jpeg,img1,Img2,grid10_6_1.jpeg,grid13_6_1.jpeg,0.624363426,0.624375
glgeo,3/11/19,18:12,32,grid33_6_4.jpeg,img2,Img2,grid33_6_3.jpeg,grid36_6_3.jpeg,0.622905093,0.622928241
yevrlg,3/11/19,18:11,34,grid2_6_1.jpeg,img1,Img2,grid2_6_6.jpeg,grid24_6_6.jpeg,0.625601852,0.625613426
glgeo,3/11/19,18:12,33,grid8_6_2.jpeg,img2,Img1,grid8_6_4.jpeg,grid34_6_4.jpeg,0.630393519,0.630416667
obxeqsi,3/11/19,18:14,1,grid28_6_5.jpeg,img2,Img1,grid28_6_3.jpeg,grid5_6_3.jpeg,0.629386574,0
yevrlg,3/11/19,18:11,35,grid25_6_1.jpeg,img1,Img2,grid2_6_6.jpeg,grid24_6_6.jpeg,15:02:031,15:02:032
glgeo,3/11/19,18:12,34,grid6_6_2.jpeg,img2,Img2,grid6_6_6.jpeg,grid25_6_6.jpeg,0.633993056,0.634016204
yevrlg,3/11/19,18:11,36,grid14_6_4.jpeg,img1,Img2,grid14_6_1.jpeg,grid32_6_1.jpeg,0.637824074,0.637824074
obxeqsi,3/11/19,18:14,2,grid8_6_1.jpeg,img1,Img1,grid8_6_4.jpeg,grid18_6_4.jpeg,0.633148148,0.633159722
glgeo,3/11/19,18:12,35,grid38_6_5.jpeg,img1,Img2,grid6_6_6.jpeg,grid25_6_6.jpeg,0.635081019,0.635092593
glgeo,3/11/19,18:12,36,grid4_6_6.jpeg,img1,Img1,grid4_6_2.jpeg,grid12_6_2.jpeg,0.642372685,0.642384259
obxeqsi,3/11/19,18:14,3,grid12_6_6.jpeg,img2,Img1,grid12_6_3.jpeg,grid7_6_3.jpeg,0.631087963,0.631099537
glgeo,3/11/19,18:12,37,grid34_6_1.jpeg,img1,Img1,grid34_6_2.jpeg,grid33_6_2.jpeg,0.643090278,0.643113426
glgeo,3/11/19,18:12,38,grid15_6_6.jpeg,img2,Img1,grid15_6_2.jpeg,grid30_6_2.jpeg,0.646631944,0.646643519
obxeqsi,3/11/19,18:14,4,grid41_6_3.jpeg,img2,Img2,grid41_6_4.jpeg,grid27_6_4.jpeg,0.644780093,0.644780093
hmis,3/11/19,15:15,1,grid39_6_6.jpeg,img1,Img1,grid39_6_4.jpeg,grid11_6_4.jpeg,0.643900463,0
glgeo,3/11/19,18:12,39,grid31_6_1.jpeg,img1,Img1,grid31_6_6.jpeg,grid32_6_6.jpeg,15:23:035,15:23:036
obxeqsi,3/11/19,18:14,5,grid33_6_4.jpeg,img1,Img1,grid33_6_2.jpeg,grid18_6_2.jpeg,0.643368056,0.64337963
glgeo,3/11/19,18:12,40,grid32_6_1.jpeg,img1,Img1,grid32_6_2.jpeg,grid3_6_2.jpeg,0.647175926,0.6471875
hmis,3/11/19,15:15,2,grid25_6_5.jpeg,img1,Img2,grid25_6_6.jpeg,grid20_6_6.jpeg,0.655335648,0.655347222
obxeqsi,3/11/19,18:14,6,grid9_6_4.jpeg,img1,Img1,grid9_6_2.jpeg,grid8_6_2.jpeg,0.648622685,0.648634259
yevrlg,3/11/19,18:11,37,grid28_6_2.jpeg,img1,Img2,grid28_6_6.jpeg,grid16_6_6.jpeg,15:11:032,15:11:032
hmis,3/11/19,15:15,3,grid2_6_4.jpeg,img2,Img1,grid2_6_1.jpeg,grid33_6_1.jpeg,15:35:018,15:35:019
yevrlg,3/11/19,18:11,38,grid18_6_5.jpeg,img1,Img2,grid18_6_6.jpeg,grid12_6_6.jpeg,0.656666667,0.656666667
obxeqsi,3/11/19,18:14,7,grid5_6_4.jpeg,img2,Img2,grid5_6_5.jpeg,grid38_6_5.jpeg,0.652106481,0.652106481
hzwgrn,3/11/19,17:15,1,grid10_6_2.jpeg,img2,Img2,grid10_6_3.jpeg,grid40_6_3.jpeg,15:39:032,0
hmis,3/11/19,15:15,4,grid10_6_1.jpeg,img1,Img2,grid10_6_4.jpeg,grid7_6_4.jpeg,0.657233796,0.657256944
yevrlg,3/11/19,18:11,39,grid19_6_3.jpeg,img1,Img2,grid19_6_4.jpeg,grid10_6_4.jpeg,0.658564815,0.658564815
obxeqsi,3/11/19,18:14,8,grid33_6_1.jpeg,img2,Img1,grid33_6_2.jpeg,grid19_6_2.jpeg,0.661168981,0.661180556
hmis,3/11/19,15:15,5,grid10_6_3.jpeg,img1,Img2,grid10_6_4.jpeg,grid23_6_4.jpeg,0.665532407,0.665543981
hzwgrn,3/11/19,17:15,2,grid19_6_4.jpeg,img2,Img2,grid19_6_1.jpeg,grid24_6_1.jpeg,0.663726852,0.663842593
yevrlg,3/11/19,18:11,40,grid33_6_4.jpeg,img1,Img2,grid33_6_2.jpeg,grid41_6_2.jpeg,0.666481481,0.666493056
obxeqsi,3/11/19,18:14,9,grid20_6_3.jpeg,img1,Img1,grid20_6_4.jpeg,grid3_6_4.jpeg,0.663553241,0.663564815
hmis,3/11/19,15:15,6,grid26_6_6.jpeg,img2,Img2,grid26_6_5.jpeg,grid17_6_5.jpeg,0.666030093,0.666041667
hzwgrn,3/11/19,17:15,3,grid34_6_2.jpeg,img1,Img1,grid34_6_1.jpeg,grid35_6_1.jpeg,0.671273148,0.671365741
obxeqsi,3/11/19,18:14,10,grid26_6_4.jpeg,img1,Img1,grid20_6_4.jpeg,grid3_6_4.jpeg,0.662858796,0.662858796
hmis,3/11/19,15:15,7,grid15_6_6.jpeg,img2,Img1,grid15_6_4.jpeg,grid21_6_4.jpeg,0.674386574,0.674398148
hzwgrn,3/11/19,17:15,4,grid9_6_5.jpeg,img2,Img1,grid9_6_2.jpeg,grid33_6_2.jpeg,0.670914352,0.671053241
obxeqsi,3/11/19,18:14,11,grid16_6_3.jpeg,img2,Img2,grid16_6_1.jpeg,grid11_6_1.jpeg,15:56:093,15:56:093
hmis,3/11/19,15:15,8,grid25_6_3.jpeg,img2,Img2,grid25_6_2.jpeg,grid30_6_2.jpeg,0.679594907,0.679606481
hzwgrn,3/11/19,17:15,5,grid27_6_6.jpeg,img1,Img2,grid27_6_1.jpeg,grid40_6_1.jpeg,0.675729167,0.675775463
